./bods/workloads/createdata_K100_L1.txt,std_stable,1170898157
./bods/workloads/createdata_K50_L1.txt,std_stable,921170590
./bods/workloads/createdata_K25_L1.txt,std_stable,763772628
./bods/workloads/createdata_K10_L1.txt,std_stable,650020752
./bods/workloads/createdata_K5_L1.txt,std_stable,595547754
./bods/workloads/createdata_K1_L1.txt,std_stable,547716064
./bods/workloads/createdata_K1_L1.txt,std_stable,540946818
./bods/workloads/createdata_K1_L5.txt,std_stable,558500031
./bods/workloads/createdata_K1_L10.txt,std_stable,574475152
./bods/workloads/createdata_K1_L25.txt,std_stable,583507321
./bods/workloads/createdata_K1_L50.txt,std_stable,616779082
./bods/workloads/createdata_K1_L100.txt,std_stable,631331038
./bods/workloads/createdata_K0_L0.txt,std_stable,494729079
./bods/workloads/createdata_K0_L10.txt,std_stable,448430039
./bods/workloads/createdata_K0_L20.txt,std_stable,498661123
./bods/workloads/createdata_K0_L30.txt,std_stable,496569653
./bods/workloads/createdata_K0_L40.txt,std_stable,461954876
./bods/workloads/createdata_K0_L50.txt,std_stable,454308139
./bods/workloads/createdata_K0_L60.txt,std_stable,482986686
./bods/workloads/createdata_K0_L70.txt,std_stable,433232278
./bods/workloads/createdata_K0_L80.txt,std_stable,471984543
./bods/workloads/createdata_K0_L90.txt,std_stable,471455399
./bods/workloads/createdata_K0_L100.txt,std_stable,447462510
./bods/workloads/createdata_K10_L0.txt,std_stable,442774284
./bods/workloads/createdata_K10_L10.txt,std_stable,684204292
./bods/workloads/createdata_K10_L20.txt,std_stable,700105565
./bods/workloads/createdata_K10_L30.txt,std_stable,829141001
./bods/workloads/createdata_K10_L40.txt,std_stable,744341484
./bods/workloads/createdata_K10_L50.txt,std_stable,746965278
./bods/workloads/createdata_K10_L60.txt,std_stable,733872405
./bods/workloads/createdata_K10_L70.txt,std_stable,717764803
./bods/workloads/createdata_K10_L80.txt,std_stable,748501001
./bods/workloads/createdata_K10_L90.txt,std_stable,724804855
./bods/workloads/createdata_K10_L100.txt,std_stable,758682032
./bods/workloads/createdata_K20_L0.txt,std_stable,450729664
./bods/workloads/createdata_K20_L10.txt,std_stable,776483011
./bods/workloads/createdata_K20_L20.txt,std_stable,797533099
./bods/workloads/createdata_K20_L30.txt,std_stable,801461039
./bods/workloads/createdata_K20_L40.txt,std_stable,801607214
./bods/workloads/createdata_K20_L50.txt,std_stable,808278034
./bods/workloads/createdata_K20_L60.txt,std_stable,862447429
./bods/workloads/createdata_K20_L70.txt,std_stable,820372723
./bods/workloads/createdata_K20_L80.txt,std_stable,812291260
./bods/workloads/createdata_K20_L90.txt,std_stable,849184658
./bods/workloads/createdata_K20_L100.txt,std_stable,977644696
./bods/workloads/createdata_K30_L0.txt,std_stable,444301504
./bods/workloads/createdata_K30_L10.txt,std_stable,879918287
./bods/workloads/createdata_K30_L20.txt,std_stable,981356623
./bods/workloads/createdata_K30_L30.txt,std_stable,1050023539
./bods/workloads/createdata_K30_L40.txt,std_stable,906651723
./bods/workloads/createdata_K30_L50.txt,std_stable,899683891
./bods/workloads/createdata_K30_L60.txt,std_stable,940123450
